inlet_pressure
time,pressure
0,119187.2048
0.005196132,668398.6806
0.008671713,936201.8187
0.011821984,1195996.077
0.014811184,1458207.014
0.017702674,1631814.714
0.020528939,1731740.816
0.023309182,1886524.126
0.026055766,1933487.671
0.028777114,1945655.578
0.031479197,2082214.703
0.034166369,2073004.588
0.036841874,2123106.7
0.039508171,2088199.404
0.042167142,2109878.102
0.044820248,2156897.495
0.047468626,2157839.418
0.050113171,2232059.658
0.052754588,2248841.431
0.055393435,2142112.613
0.058030157,2271478.653
0.060665107,2237921.425
0.063298566,2248830.856
0.065930762,2230790.351
0.068561875,2221637.737
0.07119205,2235205.633
0.073821404,2240379.165
0.076450031,2218293.52
0.079078005,2311433.193
0.081705388,2204068.482
0.084332229,2219263.538
0.086958568,2233392.052
0.089584436,2219044.142
0.092209859,2315880.982
0.094834858,2261755.759
0.097459451,2308010.402
0.100083651,2360944.162
0.10270747,2257581.89
0.105330916,2218769.112
0.107953997,2289595.314
0.110576721,2305648.593
0.11319909,2244522.216
0.115821111,2247463.638
0.118442786,2263864.539
0.121064118,2252524.731
0.12368511,2234387.261
0.126305765,2288701.629
0.128926083,2307474.765
0.131546066,2286643.852
0.134165717,2264895.276
0.136785035,2308958.24
0.139404023,2240596.67
0.142022681,2209599.039
0.14464101,2304078.414
0.147259011,2329067.975
0.149876685,2356502.251
0.152494032,2350366.269
0.155111054,2239672.629
0.15772775,2284091.902
0.160344122,2297742.385
0.16296017,2282814.836
0.165575895,2292482.102
0.168191297,2318055.486
0.170806377,2238123.992
0.173421136,2302229.437
0.176035574,2289302.416
0.178649692,2277995.243
0.181263489,2342945.706
0.183876968,2305784.394
0.186490128,2270615.536
0.18910297,2327934.772
0.191715494,2313813.504
0.194327702,2343122.603
0.196939593,2297949.488
0.199551168,2318297.948
0.202162428,2329706.476
0.204773373,2230072.195
0.207384003,2330982.027
0.20999432,2323126.368
0.212604324,2236564.149
0.215214015,2361945.785
0.217823394,2373058.645
0.220432461,2383522.873
0.223041217,2284734.941
0.225649663,2283787.754
0.228257799,2321034.621
0.230865625,2319412.291
0.233473142,2316932.152
0.236080351,2310451.954
0.238687252,2345996.816
0.241293845,2314041.736
0.243900132,2325553.781
0.246506112,2276267.681
0.249111787,2298964.305
0.251717156,2310160.747
0.254322221,2343091.532
0.256926981,2375338.708
0.259531438,2339594.94
0.262135591,2373523.644
0.264739442,2353967.381
0.26734299,2391612.805
0.269946237,2342109.152
0.272549183,2344442.274
0.275151828,2281649.174
0.277754173,2374646.745
0.280356219,2339026.197
0.282957965,2365523.013
0.285559413,2360075.106
0.288160563,2360085.933
0.290761416,2341435.572
0.293361971,2328746.402
0.29596223,2339330.122
0.298562193,2395213.252
0.30116186,2383064.977
0.303761232,2435182.486
0.30636031,2364243.158
0.308959094,2342977.389
0.311557585,2296311.001
0.314155783,2355463.812
0.316753688,2379023.37
0.319351301,2347059.03
0.321948623,2336841.346
0.324545654,2324183.238
0.327142394,2399830.558
0.329738845,2333111.81
0.332335006,2378298.254
0.334930878,2363921.474
0.337526462,2329883.186
0.340121758,2355445.505
0.342716766,2417554.038
0.345311487,2328707.118
0.347905923,2372574.98
0.350500072,2328590.188
0.353093935,2403835.047
0.355687514,2381172.475
0.358280808,2343770.522
0.360873819,2407398.266
0.363466546,2393696.196
0.366058989,2323332.498
0.368651151,2485715.431
0.37124303,2379111.598
0.373834628,2375052.266
0.376425945,2384367.794
0.379016982,2370601.586
0.381607738,2416012.573
0.384198215,2356222.232
0.386788413,2346155.977
0.389378332,2306189.823
0.391967973,2408670.134
0.394557337,2354505.698
0.397146423,2446875.932
0.399735233,2415934.729
0.402323767,2373516.184
0.404912025,2415296.29
0.407500008,2398888.042
0.410087716,2442345.564
0.41267515,2392841.399
0.41526231,2425878.308
0.417849197,2423945.045
0.420435811,2334002.968
0.423022153,2470686.21
0.425608223,2439023.687
0.428194022,2396870.114
0.430779549,2395277.05
0.433364807,2378033.397
0.435949795,2388576.813
0.438534513,2420131.735
0.441118962,2423138.429
0.443703142,2423839.959
0.446287055,2401148.334
0.4488707,2437151.447
0.451454078,2367483.578
0.45403719,2397583.807
0.456620035,2487673.605
0.459202615,2466206.177
0.461784929,2477504.684
0.464366979,2368601.48
0.466948764,2406351.857
0.469530286,2396914.589
0.472111544,2411948.661
0.47469254,2458624.11
0.477273273,2440567.503
0.479853744,2366392.236
0.482433954,2425298.797
0.485013903,2467138.302
0.487593591,2417690.842
0.490173019,2433662.711
0.492752188,2420015.17
0.495331098,2476989.8
0.497909748,2504973.382
0.500488141,2434405.376
0.503066276,2472693.897
0.505644153,2480506.079
0.508221774,2441581.951
0.510799138,2416475.406
0.513376247,2382332.199
0.5159531,2460874.833
0.518529698,2491667.838
0.521106041,2450920.867
0.52368213,2435938.831
0.526257966,2444070.196
0.528833548,2516404.148
0.531408878,2406793.711
0.533983955,2443803.635
0.536558781,2416128.593
0.539133355,2469026.409
0.541707679,2412208.185
0.544281752,2408681.884
0.546855575,2420146.599
0.549429148,2473459.961
0.552002472,2446731.845
0.554575548,2478271.145
0.557148375,2472744.054
0.559720954,2524816.591
0.562293287,2439507.856
0.564865372,2488036.752
0.567437211,2489016.454
0.570008804,2497742.151
0.572580151,2397745.813
0.575151254,2512513.026
0.577722111,2475169.416
0.580292725,2468491.271
0.582863095,2474266.486
0.585433221,2441262.191
0.588003105,2457603.314
0.590572746,2419979.95
0.593142145,2489706.854
0.595711303,2431181.495
0.598280219,2512953.058
0.600848895,2454945.732
0.60341733,2455285.835
0.605985526,2498228.77
0.608553483,2486343.459
0.6111212,2447466.688
0.613688679,2444302.377
0.61625592,2449858.5
0.618822924,2453244.408
0.62138969,2503828.738
0.62395622,2496001.092
0.626522513,2525787.677
0.62908857,2435561.945
0.631654392,2521950.217
0.634219979,2468965.047
0.636785332,2477162.932
0.63935045,2415678.593
0.641915335,2468671.359
0.644479986,2456115.68
0.647044404,2441067.466
0.64960859,2535018.169
0.652172545,2554539.183
0.654736267,2456708.562
0.657299759,2465063.105
0.659863019,2474894.426
0.66242605,2467047.867
0.664988851,2507082.019
0.667551422,2572099.218
0.670113764,2537094.721
0.672675878,2519212.382
0.675237764,2535229.499
0.677799422,2491221.672
0.680360852,2531057.628
0.682922056,2540491.112
0.685483033,2425016.625
0.688043785,2464814.618
0.690604311,2504743.424
0.693164611,2547202.803
0.695724687,2470608.838
0.698284539,2530202.303
0.700844167,2521109.067
0.703403571,2522728.24
0.705962752,2487513.615
0.708521711,2562962.91
0.711080447,2518394.628
0.713638961,2511332.634
0.716197255,2558244.423
0.718755327,2420674.609
